2P,2P%,2PA,3P,3P%,3PA,AST,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Height,Label,MP,ORB,PF,PTS,Pick,Player,SOS,STL,School,TOV,TRB,Weight,Year
4.9,0.574,8.6,0,0.333,0.1,0.9,3,5.9,4.9,0.572,8.6,4,0.694,5.7,139,128,207,Role,28.1,3.2,3.1,13.9,5,Shelden Williams,9.51,1.2,Duke,2.3,9.1,250,2006
4.7,0.541,8.6,0.5,0.344,1.5,3,0.5,3.2,5.2,0.512,10.1,3.5,0.765,4.5,103,71,198,Star,27.5,1.8,2.1,14.3,6,Brandon Roy,6.83,1,Washington,2.1,5,215,2006
3.6,0.441,8.1,1.6,0.329,4.9,3.2,0.4,3.4,5.2,0.399,13.1,3,0.781,3.8,131,128,192,Starter,31.3,1.4,2.7,15,7,Randy Foye,8.37,1.5,Villanova,2.9,4.8,210,2006
4.1,0.483,8.5,0.9,0.378,2.3,1.8,1.7,4,5,0.461,10.8,2.8,0.721,3.8,64,59,207,Starter,29.8,1.9,2.3,13.6,8,Rudy Gay,7.1,1.3,UConn,2.2,5.9,220,2006
4.6,0.554,8.4,0,0,0,0.7,2.8,5.3,4.6,0.554,8.4,2.4,0.687,3.4,52,47,210,Non-NBA,24.3,2.6,3.1,11.6,9,Patrick O'Bryant,4.97,0.9,Bradley,1.9,7.8,260,2006
1.7,0.565,3.1,0,0.333,0,0.6,1.5,2.6,1.7,0.563,3.1,1.2,0.578,2.1,131,56,183.3,Role,15.1,1.3,2.1,4.7,12,Hilton Armstrong,7.4,0.3,UConn,1.2,3.9,235,2006
4.3,0.511,8.5,1.2,0.34,3.4,3.3,0.5,3.4,5.5,0.462,11.9,3.6,0.671,5.4,90,88,201,Role,33,1.7,1.7,15.7,14,Ronnie Brewer,5.35,2.4,Arkansas,2.3,5,220,2006
2.7,0.566,4.7,0,0.5,0.1,1.1,1.8,2.9,2.7,0.565,4.8,2.3,0.652,3.5,63,33,207,Non-NBA,18.9,1.3,2.5,7.7,15,Cedric Simmons,7.39,0.4,NC State,1.3,4.1,235,2006
2.8,0.468,6,2.2,0.362,6,1.2,1,3.4,5,0.415,11.9,2.2,0.717,3.1,133,101,201,Role,27.6,1.5,2.1,14.3,16,Rodney Carney,5.22,1,Memphis,1.4,4.9,205,2006
3,0.489,6.1,1.3,0.312,4.3,1.9,1.4,4.4,4.3,0.416,10.4,3.2,0.786,4,36,34,207,Role,27.8,1.7,2.9,13.2,17,Shawne Williams,4.24,1.4,Memphis,2.3,6.2,225,2006
3.5,0.473,7.3,2.6,0.389,6.8,2.7,0.7,2.2,6.1,0.432,14.1,2.9,0.82,3.6,95,64,189,Role,32.1,0.7,1.8,17.8,19,Quincy Douby,6.93,1.3,Rutgers,2.2,2.9,175,2006
2.9,0.581,5,0.2,0.291,0.5,1.7,1.1,3.2,3,0.553,5.5,1.2,0.533,2.2,104,40,204,Role,21.1,2.1,2.1,7.4,20,Renaldo Balkman,7.11,1.2,South Carolina,1.7,5.3,208,2006
3.3,0.544,6,0.4,0.283,1.5,4.2,0.2,3.7,3.7,0.493,7.4,1.9,0.577,3.3,68,62,183,Star,28.1,0.8,2,9.6,21,Rajon Rondo,8.49,2.3,Kentucky,2.2,4.5,171,2006
2.1,0.413,5.2,0.8,0.375,2.1,7.3,0.2,2.6,2.9,0.402,7.2,2.4,0.791,3,70,51,189,Role,27.9,0.7,1.7,9,22,Marcus Williams,7.32,1,UConn,3.2,3.2,205,2006
3.7,0.578,6.4,0,0,0,0.8,2.2,3.8,3.7,0.578,6.4,1.9,0.559,3.4,103,100,183,Role,25.9,3.1,1.9,9.3,23,Josh Boone,7.32,0.5,UConn,1.3,7,237,2006
2.9,0.463,6.4,0.2,0.325,0.7,3,0.2,2.4,3.2,0.449,7.1,2.9,0.737,4,57,34,180,Star,26.7,1.4,2.6,9.5,24,Kyle Lowry,8.83,1.9,Villanova,1.9,3.8,175,2006
3.2,0.503,6.3,1.1,0.364,3.1,1.9,0.1,2.4,4.3,0.457,9.4,2.5,0.831,3,97,89,192,Role,28,1,1.9,12.2,25,Shannon Brown,7.69,1.3,Michigan State,2,3.4,205,2006
3,0.463,6.4,1.5,0.333,4.4,5.2,0.2,2.4,4.4,0.41,10.8,3,0.76,4,66,66,186,Role,32.2,0.6,2.1,13.3,26,Jordan Farmar,7.67,1.2,UCLA,3.8,3,180,2006
2.6,0.492,5.3,1.6,0.38,4.3,1.5,0.3,2.6,4.2,0.441,9.6,2.5,0.775,3.2,124,73,195,Non-NBA,25.6,0.8,1.9,12.5,28,Maurice Ager,8.2,0.5,Michigan State,1.7,3.4,202,2006
4.3,0.457,9.4,1.5,0.292,5,3.2,0.2,3.3,5.7,0.399,14.4,2.4,0.624,3.9,125,124,198,Role,37.5,1.2,2.3,15.4,29,Mardy Collins,5.33,2.3,Temple,2,4.6,220,2006
2.8,0.508,5.4,1.1,0.347,3.1,2.8,0.6,3.6,3.8,0.45,8.5,2.9,0.818,3.6,93,85,201,Non-NBA,29.3,1.1,2.3,11.7,31,James White,0,1,Cincinnati,2.2,4.7,200,2006
1,0.443,2.3,2.8,0.461,6.1,1,0.1,3.2,3.8,0.456,8.4,1.9,0.931,2.1,126,89,183,Role,27,1,2,12.4,32,Steve Novak,6.06,0.5,Marquette,1.1,4.2,220,2006
3.7,0.507,7.2,0,0,0,1,2.6,5.4,3.7,0.505,7.3,2.5,0.693,3.6,59,56,183,Role,31.2,2.6,3.4,9.8,33,Solomon Jones,3.34,0.6,South Florida,2.7,8,230,2006
4.6,0.549,8.4,0.1,0.271,0.4,1.4,0.7,4.9,4.7,0.538,8.8,3.7,0.763,4.8,130,97,183.3,Non-NBA,25.8,2.1,2.6,13.2,34,Paul Davis,8.2,1.1,Michigan State,2.1,7,270,2006
7,0.572,12.2,0.1,0.239,0.5,1.9,0.8,5.6,7.1,0.558,12.7,3.8,0.643,5.9,130,127,201,Role,34,3,2.9,18.1,36,Craig Smith,6.73,1.3,Boston College,2.3,8.6,250,2006
0,0,0,0,0,0,3.1,0,0,5.7,0.608,9.3,2.4,0.641,3.7,92,0,207,Non-NBA,0,0,2.6,13.7,37,Bobby Jones,6.83,0,UNC,0,8.9,210,2006
2.2,0.6,3.7,0.5,0.354,1.4,1.9,0.5,2.7,2.7,0.532,5.2,0.9,0.587,1.6,127,51,198,Role,23.2,1.6,2,6.9,39,David Noel,10.19,1.1,UNC,1.7,4.3,230,2006
2.5,0.466,5.3,0.9,0.354,2.7,1.3,0.2,2.9,3.4,0.429,7.9,1.6,0.776,2.1,135,96,198,Non-NBA,24.1,1.1,1.5,9.4,40,Denham Brown,7.4,0.7,UConn,1.5,3.9,220,2006
3.9,0.623,6.2,0,0.333,0.1,1.1,1,4.9,3.9,0.617,6.3,2.3,0.687,3.3,137,134,183,Non-NBA,27.1,2.6,2.6,10.1,41,James Augustine,7.15,1,Illinois,1.5,7.5,235,2006
1.8,0.451,3.9,2.6,0.387,6.6,3.5,0.3,2.8,4.3,0.411,10.5,2.5,0.741,3.4,68,68,186,Role,33,0.8,2.5,13.8,42,Daniel Gibson,7.28,1.5,Texas,2.4,3.6,190,2006
3.2,0.535,6,0.1,0.308,0.4,0.7,0.7,3.5,3.3,0.52,6.4,3,0.667,4.5,92,73,207,Role,21,1.7,2.9,9.8,45,Alexander Johnson,7.38,0.9,Florida State,2.6,5.2,240,2006
4.6,0.51,9.1,0.8,0.366,2.2,3.1,0.3,0,5.4,0.482,11.3,2.3,0.763,3,108,29,183,Role,29,0,2.2,13.9,46,Dee Brown,1.43,1.9,Jacksonville,2.3,5.3,160,2006
7.1,0.58,12.2,0.1,0.375,0.2,0.9,2,7.3,7.2,0.577,12.4,4.2,0.62,6.8,92,91,204,Star,35.2,5.5,3.1,18.6,47,Paul Millsap,2.11,1.3,Louisiana Tech,2.4,12.7,245,2006
5.9,0.495,11.9,0.1,0.3,0.2,1.1,0.6,6.4,5.9,0.492,12,5.9,0.672,8.8,54,53,204,Role,32.5,3.4,2.4,17.8,49,Leon Powe,7.74,0.8,California,2.2,9.8,240,2006
2,0.574,3.5,0,1,0,0.4,0.9,2.5,2,0.575,3.5,1.7,0.591,2.9,113,61,210,Role,20.2,1.6,2.4,5.7,50,Ryan Hollins,7.98,0.2,UCLA,1.4,4,230,2006
5.2,0.535,9.7,0.6,0.311,1.9,2,0.7,3,5.8,0.499,11.6,1.9,0.704,2.7,130,100,192,Non-NBA,27.8,2.5,2,14,54,Hassan Adams,8.42,1.8,Arizona,2,5.4,220,2006
3.2,0.445,7.1,1.1,0.365,2.9,5,0.1,2.5,4.2,0.421,10,2.1,0.719,2.9,93,92,180,Role,34.3,0.6,1.6,11.6,60,Will Blalock,7.92,1.9,Iowa State,2.5,3.1,205,2006
5.9,0.616,9.6,0,0,0,0.7,3.3,6,5.9,0.616,9.6,3.8,0.628,6.1,32,31,210,Role,28.9,3.5,2.7,15.7,1,Greg Oden,9.03,0.6,Ohio State,2,9.6,250,2007
6.4,0.505,12.7,2.3,0.404,5.8,1.3,1.9,8.1,8.7,0.473,18.5,6,0.816,7.3,35,35,207,Star,35.9,3,2,25.8,2,Kevin Durant,6.12,1.9,Texas,2.8,11.1,215,2007
3.9,0.589,6.6,0,0,0,1.7,1.7,5.6,3.9,0.586,6.6,2.5,0.619,4.1,109,100,183,Star,25.7,2.3,2.5,10.3,3,Al Horford,6.65,0.9,Florida,1.6,7.9,245,2007
3.6,0.579,6.2,0.5,0.304,1.8,6.1,0.3,2.7,4.1,0.518,7.9,2.6,0.694,3.7,39,39,183,Star,31.6,0.7,1.5,11.3,4,Mike Conley,9.03,2.2,Ohio State,2.2,3.4,180,2007
3.9,0.531,7.3,0.9,0.359,2.4,3.1,1.2,4.4,4.8,0.488,9.7,2.7,0.7,3.9,102,102,207,Starter,33.2,2.1,2.5,13.1,5,Jeff Green,7.65,0.9,Georgetown,2.5,6.5,235,2007
3,0.536,5.7,0.9,0.356,2.6,2.8,0.4,3,4,0.48,8.2,2.5,0.708,3.6,108,106,207,Role,27.2,1.3,2.2,11.3,7,Corey Brewer,6.65,1.6,Florida,2.3,4.3,185,2007
6.2,0.646,9.5,0,0,0,1,1.8,4.1,6.2,0.646,9.5,2.4,0.567,4.2,37,37,207,Role,27.4,2.1,1.5,14.7,8,Brandan Wright,9.3,1,UNC,1.6,6.2,205,2007
3.8,0.617,6.2,0,0.5,0,1.7,1.7,4.4,3.8,0.616,6.2,2.9,0.684,4.2,108,78,183.3,Star,21.1,2,2,10.5,9,Joakim Noah,6.65,0.9,Florida,1.8,6.4,232,2007
6.2,0.533,11.6,0,0.333,0.1,1.9,1.7,4.4,6.2,0.532,11.7,2.4,0.755,3.2,31,24,210,Role,28.9,2,2.3,14.9,10,Spencer Hawes,6.5,0.5,Washington,2.5,6.4,245,2007
4,0.502,8,0.9,0.357,2.6,4.5,0,2.6,5,0.466,10.6,2.8,0.76,3.7,122,106,189,Role,30.8,0.5,2.6,13.7,11,Acie Law,4.53,1.3,Texas A&M,2.5,3.1,195,2007
4.5,0.498,8.9,1.3,0.419,3,2,0.4,2.5,5.7,0.478,11.9,1.7,0.743,2.3,31,31,204,Starter,29.6,2.3,2,14.4,12,Thaddeus Young,9.36,1.3,Georgia Tech,2.2,4.9,220,2007
4.4,0.565,7.7,0,0.188,0.2,2,1.3,4.2,4.4,0.555,8,1.5,0.591,2.5,71,52,204,Role,24.1,2.1,2.1,10.4,13,Julian Wright,7.23,1.2,Kansas,2.2,6.3,225,2007
3.9,0.543,7.2,0.5,0.438,1.2,0.7,0.6,3.1,4.4,0.528,8.3,3,0.701,4.2,124,69,204,Starter,22,2.1,2.3,12.3,14,Al Thornton,7.69,0.8,Florida State,1.7,5.2,220,2007
6.4,0.54,11.9,1.7,0.317,5.2,4.8,0.3,3.6,8.1,0.472,17.1,6.5,0.806,8.1,59,59,195,Starter,33.1,1.1,2.4,24.4,15,Rodney Stuckey,-1.48,2.3,Eastern Washington,3.5,4.7,205,2007
4.8,0.518,9.2,1,0.368,2.7,1.4,0.3,3.3,5.8,0.484,11.9,3,0.764,3.9,96,90,198,Role,31.1,1.7,2.5,15.5,16,Nick Young,6.91,0.8,USC,2.1,5.1,200,2007
2,0.577,3.5,0,0,0,0.6,2.8,2.6,2,0.577,3.5,1.5,0.605,2.4,69,15,183,Role,20.5,1.6,2.7,5.5,17,Sean Williams,7.24,0.6,Boston College,1.2,4.2,235,2007
3.8,0.488,7.8,1.1,0.356,3.2,5.8,0.1,2.8,4.9,0.45,11,3.4,0.783,4.3,32,31,195,Role,31.3,0.9,2.1,14.4,19,Javaris Crittenton,9.36,2,Georgia Tech,3.9,3.7,200,2007
5.1,0.556,9.3,0.1,0.308,0.3,2,1.7,5.3,5.2,0.548,9.6,4.1,0.751,5.5,87,70,210,Role,27.9,2.6,3.3,14.7,20,Jason Smith,3.95,0.5,Colorado State,3.1,7.9,240,2007
2.2,0.465,4.8,1.4,0.415,3.3,1,0.3,3.6,3.6,0.445,8.1,1.2,0.697,1.7,39,1,195,Role,19.7,0.7,1.7,9.8,21,Daequan Cook,9.03,0.7,Ohio State,1.4,4.3,205,2007
4.4,0.548,8,0.9,0.365,2.5,3,0.3,4.3,5.3,0.504,10.5,4.4,0.731,6,130,130,201,Role,36.4,2.9,1.9,15.9,22,Jared Dudley,7.22,1.4,Boston College,2.1,7.2,225,2007
4.3,0.487,8.8,0.8,0.303,2.6,1.2,1.5,5.2,5.1,0.445,11.4,2,0.659,3,59,52,204,Starter,31.1,1.9,2.9,12.9,23,Wilson Chandler,8.64,0.7,DePaul,1.8,7.1,220,2007
3.9,0.514,7.6,1.3,0.435,2.9,1,0.5,2.5,5.2,0.492,10.5,3.5,0.824,4.2,121,56,198,Non-NBA,27.1,1,1.7,15.1,25,Morris Almond,2.25,0.7,Rice,2.2,3.5,225,2007
2.6,0.479,5.4,1.8,0.374,4.8,4.1,0.1,2.7,4.3,0.43,10.1,2.7,0.834,3.2,115,110,180,Role,32.7,0.7,2.3,13.1,26,Aaron Brooks,6.68,1.1,Oregon,2.6,3.5,161,2007
3,0.539,5.5,2,0.373,5.4,1.9,0.2,2.8,5,0.457,10.9,2.8,0.781,3.6,104,103,195,Starter,32.7,0.6,2.1,14.8,27,Arron Afflalo,8.4,0.6,UCLA,2,3.5,215,2007
5.2,0.522,10,0.8,0.307,2.5,1.6,0.2,3.4,6,0.48,12.4,3.9,0.636,6.1,134,126,198,Non-NBA,32.1,2.3,1.6,16.5,29,Alando Tucker,7.56,0.8,Wisconsin,1.7,5.7,205,2007
6.1,0.628,9.8,0.2,0.233,0.7,1.2,0.8,4,6.3,0.602,10.5,5.6,0.714,7.9,64,63,207,Role,29.9,3,3,18.4,31,Carl Landry,8.86,1,Purdue,2.9,7.1,248,2007
2.2,0.496,4.5,2.2,0.393,5.7,3.5,0.2,2.5,4.5,0.438,10.2,2.6,0.778,3.3,80,70,192,Non-NBA,32.4,0.6,2.3,13.8,32,Gabe Pruitt,6.91,2,USC,2.4,3.1,170,2007
2.1,0.413,5.2,0.8,0.375,2.1,7.3,0.2,2.6,2.9,0.402,7.2,2.4,0.791,3,70,51,189,Non-NBA,27.9,0.7,1.7,9,33,Marcus Williams,7.32,1,UConn,3.2,3.2,205,2007
6,0.579,10.3,0.9,0.341,2.6,1.3,1.5,7.1,6.9,0.532,12.9,4.2,0.815,5.1,131,119,183.3,Role,30.1,2.5,2,18.8,34,Nick Fazekas,3.05,0.7,Nevada,1.7,9.6,235,2007
5.7,0.51,11.1,0.3,0.31,0.9,1.5,1.2,5.8,6,0.496,12,4.5,0.694,6.5,95,92,207,Role,32,3.8,2.6,16.7,35,Glen Davis,7.99,1.1,LSU,2.4,9.6,289,2007
3.7,0.471,7.9,0,0.211,0.2,1,1.8,5.1,3.8,0.467,8.1,2.5,0.717,3.5,126,121,183,Non-NBA,28.7,2.2,2.1,10.1,36,Jermareo Davidson,7.83,0.5,Alabama,1.5,7.3,230,2007
3.9,0.559,7,0.1,0.278,0.5,2.4,1.9,4.6,4,0.54,7.5,2.5,0.664,3.8,69,63,183,Role,29.7,1.9,2.8,10.8,37,Josh McRoberts,9.63,1.2,Duke,1.9,6.5,240,2007
2,0.665,3,0,0,0,0.3,0.4,2,2,0.665,3,0.9,0.631,1.4,141,4,207,Role,15.6,1.1,2.2,4.9,41,Chris Richard,7.28,0.3,Florida,1,3.2,270,2007
3,0.531,5.7,2.2,0.4,5.5,3.3,0.2,3,5.3,0.467,11.3,2.1,0.713,2.9,64,64,201,Role,31.5,1.2,2.4,14.8,42,Derrick Byars,0,1.2,Vanderbilt,2.4,4.3,220,2007
2.8,0.499,5.7,2.2,0.364,5.9,2.1,0.2,3.7,5,0.43,11.6,3.9,0.846,4.6,98,98,195,Non-NBA,33.1,0.7,1.9,16.1,43,Adam Haluska,0,1.2,Iowa,1.7,4.4,210,2007
1.7,0.526,3.2,0.8,0.419,2,0.9,0.5,2.5,2.5,0.485,5.1,1.5,0.75,2.1,126,66,201,Non-NBA,14.4,1,1.7,7.3,44,Reyshawn Terry,9.94,0.6,UNC,1.4,3.5,232,2007
3.3,0.521,6.4,1.3,0.326,4,6.9,0.1,3.6,4.7,0.446,10.5,2.5,0.702,3.6,117,108,186,Non-NBA,34.6,1.2,1.8,13.1,45,Jared Jordan,-3.38,1.4,Marist,2.8,4.8,187,2007
4.2,0.516,8.1,0.6,0.299,2.1,3.3,3.6,7.6,4.8,0.471,10.2,3.3,0.586,5.7,32,32,207,Role,32.9,2.2,2.8,13.5,47,Dominic McGuire,0,0.9,Fresno State,3.7,9.8,220,2007
3.8,0.55,7,0,0,0,1.3,1.2,4.5,3.8,0.55,7,2.1,0.595,3.6,113,68,210,Role,20.9,2.5,2.1,9.8,49,Aaron Gray,6.94,0.4,Pitt,1.6,7,270,2007
2.7,0.464,5.9,2,0.404,4.8,3.5,0.2,2.4,4.7,0.437,10.7,2.2,0.758,2.9,101,83,189,Non-NBA,32,0.5,2,13.5,51,JamesOn Curry,7.56,1,Oklahoma State,2.8,2.9,190,2007
1.2,0.419,2.8,1.7,0.389,4.3,3.6,0.1,1.9,2.9,0.401,7.1,3.2,0.857,3.7,111,79,180,Non-NBA,29.2,0.3,1.6,10.6,52,Taurean Green,6.65,1.1,Florida,2.5,2.2,177,2007
2.2,0.493,4.4,1.7,0.358,4.7,1.1,0.8,3,3.8,0.423,9,1.6,0.752,2.1,123,93,204,Non-NBA,25.8,1.2,2,10.9,53,Demetris Nichols,7.27,1,Syracuse,1.5,4.1,216,2007
4.1,0.615,6.7,0,0,0,0.9,1.9,3.1,4.1,0.614,6.7,1.4,0.566,2.5,99,63,183,Non-NBA,19.8,2.1,2.2,9.7,55,Herbert Hill,7.86,0.8,Providence,1.6,5.2,240,2007
2.9,0.43,6.7,0.3,0.313,0.8,4.9,0.1,3.2,3.2,0.417,7.6,2.2,0.74,3,97,94,189,Role,29.2,1,1.3,8.8,56,Ramon Sessions,2.12,1.2,Nevada,2.6,4.2,190,2007
3.6,0.51,7,0.9,0.328,2.9,3.2,0.2,3.2,4.5,0.457,9.8,2.2,0.659,3.4,123,117,198,Non-NBA,31.2,1.7,2,12.1,57,Sammy Mejia,7.07,1,DePaul,2.2,4.8,195,2007
4.3,0.521,8.3,0.9,0.337,2.6,4.7,0.4,3.2,5.2,0.477,10.9,3.7,0.712,5.1,40,39,189,Star,29.2,1.4,1.7,14.9,1,Derrick Rose,5.76,1.2,Memphis,2.7,4.5,190,2008
8.2,0.562,14.6,1.1,0.379,2.9,1.2,1.6,8.4,9.3,0.532,17.5,6.5,0.774,8.5,33,33,207,Role,31.5,4,2.6,26.2,2,Michael Beasley,7.79,1.3,Kansas State,2.9,12.4,235,2008
2.6,0.491,5.3,0.5,0.354,1.3,2.5,0.1,1.5,3.1,0.464,6.6,1.7,0.685,2.4,75,35,189,Star,21.9,0.9,1.7,8.3,4,Russell Westbrook,8.77,1,UCLA,1.6,2.4,187,2008
5.1,0.611,8.3,0.7,0.354,2.1,1.9,1.4,7,5.8,0.559,10.4,5.1,0.767,6.6,39,38,183,Star,29.6,3.6,1.9,17.5,5,Kevin Love,7.71,0.7,UCLA,2,10.6,260,2008
3.6,0.525,6.8,2.2,0.337,6.5,2.4,0.6,2.5,5.8,0.433,13.3,7.2,0.834,8.7,32,32,189,Starter,34.7,0.7,2.2,20.9,7,Eric Gordon,6.08,1.3,Indiana,3.6,3.3,222,2008
3.9,0.488,7.9,0.6,0.295,2.1,2,1.2,3.3,4.5,0.447,10,2.5,0.765,3.3,82,70,204,Role,25.3,1.5,2.2,12.1,8,Joe Alexander,7.04,0.6,West Virginia,1.8,4.8,230,2008
6.1,0.491,12.3,0.1,0.143,0.4,1.1,1.9,4.8,6.1,0.48,12.7,3.7,0.764,4.9,53,43,210,Star,28,2.3,2.6,16,10,Brook Lopez,8.01,0.5,Stanford,2.1,7.1,260,2008
3.8,0.489,7.8,2,0.407,4.8,4,0.1,2.3,5.8,0.458,12.6,6.2,0.839,7.4,30,30,189,Role,35.7,0.4,2.2,19.7,11,Jerryd Bayless,10.22,1,Arizona,3,2.7,200,2008
6,0.544,11,0.2,0.291,0.8,2,1.9,6.6,6.2,0.526,11.8,4,0.667,6,122,112,183.3,Starter,32.1,3,3,16.7,12,Jason Thompson,-3.38,0.9,Rider,2.6,9.6,250,2008
3,0.458,6.6,1.9,0.435,4.3,2,0.8,4,4.9,0.449,10.9,1.8,0.733,2.5,109,101,198,Role,31.3,1.5,1.5,13.6,13,Brandon Rush,7.56,0.7,Kansas,2.1,5.5,210,2008
5.8,0.483,12.1,0.1,0.105,0.6,1.2,2.3,5.7,5.9,0.464,12.7,3.7,0.693,5.4,31,31,183,Role,32.8,2.8,2.7,15.6,14,Anthony Randolph,5.66,1.1,LSU,3,8.5,205,2008
3.5,0.511,6.9,0,0.5,0,0.8,2.3,3.1,3.5,0.511,6.9,1.9,0.612,3.1,67,61,210,Role,24.3,2.6,2.5,9,15,Robin Lopez,8.01,0.3,Stanford,1.6,5.6,255,2008
4,0.633,6.2,0,0,0,0.5,0.9,3.6,4,0.633,6.2,1.6,0.688,2.3,69,36,183,Role,15.4,1.9,1.7,9.5,16,Marreese Speights,6.16,0.3,Florida,1.1,5.4,245,2008
4.2,0.602,7,0,1,0,1.3,1.9,3.7,4.2,0.603,7,2.4,0.68,3.5,136,121,216,Role,23.3,2.3,2.5,10.9,17,Roy Hibbert,7.54,0.4,Georgetown,1.5,5.9,278,2008
3.3,0.563,5.9,0.2,0.356,0.7,0.3,1.8,3,3.5,0.542,6.5,1.4,0.514,2.7,66,31,210,Role,18.7,1.7,2,8.7,18,JaVale McGee,0.49,0.5,Nevada,1.6,4.8,237,2008
4.5,0.532,8.5,1.8,0.396,4.7,1,0.5,6.3,6.3,0.484,13.1,4.2,0.841,5,66,66,207,Starter,33,2.7,2.5,18.7,21,Ryan Anderson,8.56,0.5,California,1.8,9,216,2008
4.4,0.498,8.8,1.9,0.401,4.8,2.2,0.6,3.5,6.3,0.464,13.6,3.1,0.817,3.7,127,127,195,Starter,31.2,1.7,2.5,17.6,22,Courtney Lee,-1.08,1.9,Western Kentucky,2.5,5.2,200,2008
5.4,0.535,10.1,0.6,0.349,1.7,0.5,1.8,4,6,0.508,11.8,1.8,0.68,2.7,37,35,210,Role,27.1,2.6,2.2,14.4,23,Kosta Koufos,7.97,0.4,Ohio State,1.5,6.7,265,2008
4.7,0.565,8.3,0.9,0.404,2.3,3.3,0.3,3.8,5.6,0.529,10.7,4.8,0.785,6.1,95,87,186,Starter,33.3,1.9,2.8,17,26,George Hill,-3.27,1.6,IUPUI,2.5,5.8,180,2008
4.7,0.552,8.5,0,0.118,0.2,0.6,1.4,3.3,4.7,0.541,8.7,1.8,0.676,2.7,78,46,207,Role,21.9,2.2,2.8,11.3,27,Darrell Arthur,7.53,0.7,Kansas,1.6,5.5,225,2008
5.7,0.535,10.6,0,0,0.3,1.7,1.8,5,5.7,0.523,10.8,2.8,0.523,5.4,12,10,207,Non-NBA,24.9,1.8,3,14.2,32,Walter Sharpe,0,1.2,UAB,2.8,6.8,245,2008
2.7,0.614,4.4,0,0,0,0.5,1.8,4.7,2.7,0.614,4.4,1.3,0.42,3.1,149,112,204,Role,21.7,3.4,3.1,6.7,33,Joey Dorsey,4.83,1.1,Memphis,1.3,8.1,268,2008
2.4,0.545,4.4,1.6,0.419,3.9,3.8,0.4,2.5,4,0.486,8.3,2.5,0.767,3.2,110,96,183,Starter,28.5,0.3,2.4,12.2,34,Mario Chalmers,7.56,2.6,Kansas,2.4,2.8,190,2008
3.2,0.617,5.2,0,0,0,0.4,1.3,4.1,3.2,0.617,5.2,1.5,0.437,3.4,35,21,183.3,Star,20.1,1.9,1.9,7.9,35,DeAndre Jordan,7.46,0.2,Texas A&M,1.6,6,250,2008
3,0.505,5.9,0.4,0.277,1.3,3.8,0.8,3.4,3.3,0.464,7.2,2.6,0.716,3.6,121,103,198,Role,29.8,1.3,2,9.6,38,Kyle Weaver,6.88,1.6,Washington State,2.6,4.7,201,2008
3.8,0.527,7.3,1.3,0.366,3.7,2.3,0.3,3,5.2,0.473,11,1.6,0.767,2.1,69,66,198,Role,31.2,1.6,2,13.3,39,Sonny Weems,7.74,1.3,Arkansas,2.7,4.6,203,2008
4.4,0.579,7.6,0.7,0.372,1.8,1.7,0.4,2.4,5.1,0.54,9.4,3.3,0.725,4.6,109,100,201,Role,26.1,1.2,1.9,14.2,40,Chris Douglas-Roberts,4.64,1,Memphis,2,3.7,200,2008
3.4,0.433,7.9,1.8,0.362,5,4.8,0.1,3,5.2,0.406,12.9,4.7,0.846,5.5,123,123,180,Non-NBA,32.8,1,2.7,16.9,42,Sean Singletary,7.98,1.6,Virginia,3.3,4,185,2008
0,0,0,0,0,0,0.9,3.4,0,6,0.62,9.7,3.3,0.635,5.2,143,101,210,Non-NBA,30.8,0,3,15.3,43,Patrick Ewing,5.83,1.2,Georgetown,2.3,9.2,240,2008
5,0.535,9.3,0,0,0,1.2,1,4.4,5,0.535,9.3,3.4,0.547,6.1,103,97,183.3,Non-NBA,27.2,2.2,2.9,13.3,46,Trent Plaisted,3.79,0.4,BYU,2.1,6.7,245,2008
4,0.551,7.2,1.2,0.395,3.1,2.1,0.6,3.1,5.2,0.504,10.4,2.4,0.643,3.7,117,115,198,Non-NBA,31.2,2,2.5,14.1,48,Malik Hairston,6.87,0.6,Oregon,2,5.1,220,2008
5.5,0.596,9.2,0,0.231,0.1,1.4,1.6,5.6,5.5,0.59,9.3,2.9,0.594,4.9,95,86,207,Non-NBA,28.4,3.3,2.8,14,49,Richard Hendrix,6.67,0.9,Alabama,1.9,8.9,255,2008
2.8,0.517,5.3,0,0,0,0.4,1.3,4.6,2.8,0.517,5.3,1.9,0.609,3.1,101,78,183.3,Non-NBA,22.1,1.8,2.7,7.4,50,DeVon Hardin,7.98,0.4,California,1.1,6.4,250,2008
2.5,0.543,4.6,2.8,0.421,6.6,1.7,0.3,2.9,5.3,0.471,11.2,1.9,0.791,2.4,132,122,198,Non-NBA,30.2,1.1,1.6,15.2,51,Shan Foster,7.05,0.8,Vanderbilt,1.5,3.9,205,2008
2.5,0.583,4.2,0,0.333,0,0.5,0.4,3.2,2.5,0.58,4.3,1.8,0.685,2.6,125,39,207,Non-NBA,16.6,1.7,1.8,6.8,52,Darnell Jackson,8.38,0.5,Kansas,1,4.9,253,2008
2.3,0.573,3.9,1,0.397,2.6,1.8,0.4,5.3,3.3,0.503,6.5,2.3,0.775,3,127,91,207,Non-NBA,27.9,1.8,2,9.9,54,Maarty Leunen,6.87,1,Oregon,1.3,7.1,220,2008
