2P,2P%,2PA,3P,3P%,3PA,AST,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Height,Label,MP,ORB,PF,PTS,Pick,Player,SOS,STL,School,TOV,TRB,Weight,Year
4.8,0.568,8.4,0,0,0,0.4,1.6,3.2,4.8,0.568,8.4,2.9,0.761,3.8,35,22,183.3,Non-NBA,23.1,2.2,2.3,12.5,40,Diamond Stone,8.31,0.5,Maryland,1.5,5.4,255,2016
3,0.387,7.8,2.1,0.359,5.8,4.5,1.1,3,5.1,0.375,13.6,3.5,0.757,4.6,56,52,192,Role,30.5,0.7,2.3,15.8,42,Isaiah Whitehead,7.92,1.3,Seton Hall,3.4,3.7,210,2016
2.5,0.447,5.6,1.7,0.348,4.8,3.3,0.1,2.4,4.2,0.402,10.4,3.3,0.837,4,57,50,153,Non-NBA,29.1,0.4,2.6,13.4,45,Demetrius Jackson,-1.12,1.1,Pacific,3.4,2.8,170,2016
2,0.53,3.8,1.4,0.362,3.9,1.1,0.8,3.7,3.4,0.445,7.7,1.9,0.759,2.6,141,115,207,Role,27.9,1.1,1.9,10.2,47,Jake Layman,7.18,0.9,Maryland,1.4,4.8,205,2016
2.4,0.507,4.7,1.5,0.387,4,3,0.3,2.6,3.9,0.452,8.7,1.9,0.631,3,101,61,201,Non-NBA,29.2,1,2.4,11.3,49,Michael Gbinije,0,1.5,Syracuse,1.8,3.6,200,2016
4.8,0.553,8.7,1.4,0.375,3.6,3.1,0.5,4,6.2,0.5,12.3,2.5,0.763,3.2,138,126,204,Role,29.8,1.2,3.1,16.1,50,Georges Niang,8.83,0.7,Iowa State,2.3,5.2,230,2016
3.8,0.503,7.5,0.9,0.324,2.7,0.9,0.7,3.8,4.7,0.455,10.2,3.6,0.761,4.8,69,56,204,Non-NBA,27.9,2.5,2.7,13.8,51,Ben Bentil,8.98,0.6,Providence,1.6,6.3,230,2016
3.5,0.547,6.4,0.3,0.371,0.7,0.7,1.4,6.9,3.8,0.528,7.2,3.6,0.713,5,130,90,207,Non-NBA,28.8,3.2,2.3,11.4,52,Joel Bolomboy,-4.64,0.6,Weber State,2,10.1,230,2016
2.1,0.446,4.8,2.1,0.375,5.7,4.3,0.2,2.4,4.2,0.407,10.4,2.5,0.844,2.9,141,139,183,Non-NBA,32.4,0.4,1.7,13.1,55,Marcus Paige,9.73,1.4,UNC,1.9,2.8,175,2016
2.9,0.409,7.1,1.3,0.337,3.9,4.2,0.4,7.3,4.2,0.384,10.9,2,0.772,2.6,71,71,201,Non-NBA,31.6,1,2.1,11.7,56,Daniel Hamilton,5.25,1,UConn,2.3,8.3,190,2016
2.4,0.547,4.4,1,0.321,3.1,1.1,0.6,3.3,3.4,0.454,7.6,1.7,0.745,2.2,67,35,198,Role,24.1,0.7,2.2,9.5,58,Abdel Nader,0,0.7,Iowa State,1.7,4,230,2016
2.2,0.408,5.3,1.3,0.407,3.2,2.7,0.3,3,3.5,0.408,8.5,1.5,0.711,2.1,137,119,192,Non-NBA,27.7,0.8,2,9.7,59,Isaiah Cousins,9.28,1.1,Oklahoma,1.9,3.9,187,2016
3.6,0.464,7.9,0.9,0.292,3.1,3.4,0.4,4.2,4.6,0.415,11,2.6,0.613,4.2,129,114,195,Role,31.6,1,2.5,12.6,60,Tyrone Wallace,7.29,1.1,California,2.2,5.2,200,2016
6.3,0.502,12.5,2.1,0.413,5,5.9,1.2,4.4,8.4,0.476,17.6,4.4,0.649,6.7,25,25,192,Role,35.7,1.3,2.5,23.2,1,Markelle Fultz,6.82,1.6,Washington,3.2,5.7,195,2017
3,0.732,4.1,2.2,0.412,5.4,7.6,0.8,5.1,5.3,0.551,9.5,1.8,0.673,2.7,36,36,198,Starter,35.1,0.9,1.8,14.6,2,Lonzo Ball,6.39,1.8,UCLA,2.5,6,190,2017
4.3,0.504,8.6,1.4,0.342,4,2.1,1.1,6,5.7,0.452,12.6,4.1,0.849,4.8,29,27,204,Star,33.3,1.3,3,16.8,3,Jayson Tatum,10.91,1.3,Duke,2.6,7.3,205,2017
5.3,0.549,9.7,1,0.378,2.6,3,1.1,5.1,6.3,0.513,12.3,2.8,0.566,4.9,35,35,204,Role,30.8,2.3,3,16.3,4,Josh Jackson,12.23,1.7,Kansas,2.8,7.4,207,2017
5.5,0.521,10.5,0.5,0.246,1.9,4.6,0.2,3.4,5.9,0.479,12.4,4.3,0.736,5.9,36,34,189,Star,29.6,0.6,2.5,16.7,5,De'Aaron Fox,10.49,1.5,Kentucky,2.4,4,187,2017
3.1,0.593,5.2,1,0.348,2.8,1.2,1.5,6.1,4.1,0.508,8,2.9,0.78,3.7,32,32,183,Starter,26.2,1.8,2.2,12,6,Jonathan Isaac,8.87,1.2,Florida State,1.5,7.8,210,2017
3.1,0.545,5.8,1.9,0.423,4.4,0.9,0.5,4.8,5,0.492,10.2,3.7,0.835,4.4,37,37,210,Starter,30.8,2.4,2,15.6,7,Lauri Markkanen,7.63,0.4,Arizona,1.1,7.2,230,2017
3.2,0.672,4.8,0.3,0.476,0.5,0.4,1.8,4.2,3.5,0.652,5.3,2.8,0.743,3.8,39,0,210,Role,17.3,1.7,2.7,10,10,Zach Collins,4.13,0.5,Gonzaga,1.5,5.9,230,2017
3.9,0.497,7.8,2.7,0.397,6.9,2.3,0.5,2.2,6.6,0.45,14.7,3.9,0.822,4.7,38,37,189,Role,32.1,0.3,1.9,19.8,11,Malik Monk,10.49,0.9,Kentucky,2,2.5,200,2017
3.2,0.526,6.1,2,0.383,5.1,2,0.3,3.3,5.2,0.461,11.2,3.4,0.867,3.9,73,47,195,Role,31.2,1.1,2.1,15.7,12,Luke Kennard,10.75,0.9,Duke,1.2,4.3,180,2017
2.6,0.497,5.2,1.5,0.329,4.6,2.2,0.3,3,4.1,0.418,9.8,2,0.788,2.5,65,38,189,Star,26,1.1,2.6,11.7,13,Donovan Mitchell,9.44,1.5,Louisville,1.3,4.1,210,2017
3.8,0.529,7.2,1.4,0.339,4.2,2.7,0.4,2.5,5.2,0.459,11.4,1.9,0.713,2.7,118,114,204,Role,29.1,1.5,1.5,13.8,15,Justin Jackson,11.4,0.6,UNC,1.4,4.1,193,2017
5.5,0.683,8,0.2,0.533,0.4,1.2,1.4,4.5,5.7,0.676,8.5,1.3,0.517,2.5,35,34,183.3,Role,25.3,1.7,2.7,12.9,16,Justin Patton,8.95,0.9,Creighton,1.7,6.2,215,2017
4.9,0.602,8.2,0,0,0,0.4,1.2,4.2,4.9,0.601,8.2,3.6,0.729,4.9,64,34,183,Star,20.7,2.8,2.8,13.4,19,John Collins,10.16,0.5,Wake Forest,1.4,7,218,2017
1.7,0.577,3,0,0,0,0.3,0.7,2.3,1.7,0.577,3,0.5,0.5,0.9,26,6,183,Role,11.5,1.6,2.2,3.9,20,Harry Giles,10.91,0.3,Duke,0.7,3.8,240,2017
5.4,0.579,9.4,0,0,0.2,0.8,1.5,5.4,5.4,0.566,9.6,2.5,0.564,4.5,33,33,183.3,Starter,32.2,3,2.1,13.4,22,Jarrett Allen,12.75,0.6,Texas,2.5,8.4,235,2017
2.1,0.652,3.3,0.5,0.365,1.5,0.8,0.9,2.1,2.7,0.563,4.8,0.9,0.522,1.8,50,10,204,Starter,17.4,1.4,1.7,6.8,23,OG Anunoby,7.53,1,Indiana,1.1,3.5,215,2017
2.5,0.531,4.8,1.4,0.4,3.5,1.6,1.6,5.4,3.9,0.476,8.2,2.4,0.809,2.9,71,34,204,Non-NBA,33.1,2,2.6,11.6,24,Tyler Lydon,9.11,1.1,Syracuse,1.5,7.4,205,2017
4.2,0.537,7.9,0.9,0.376,2.3,2.4,0.5,8.2,5.1,0.501,10.2,3.3,0.76,4.4,69,69,0,Non-NBA,29.2,2.2,2.5,14.4,26,Caleb Swanigan,8.12,0.4,Purdue,3,10.4,0,2017
3.3,0.567,5.9,0.5,0.302,1.8,1.5,0.4,3.9,3.9,0.506,7.7,1.8,0.633,2.8,96,64,207,Starter,21,1.6,1.6,10.1,27,Kyle Kuzma,6.84,0.3,Utah,1.6,5.5,190,2017
2.7,0.573,4.7,0,0,0,0.6,0.6,2.6,2.7,0.573,4.7,1.7,0.619,2.8,38,0,183,Role,14.6,2.6,1.8,7.1,28,Tony Bradley,11.76,0.3,UNC,0.7,5.1,240,2017
4.4,0.569,7.6,1.7,0.396,4.2,4.4,1.4,3.1,6,0.507,11.9,4.4,0.813,5.4,34,32,195,Starter,32.8,1,2.1,18.1,29,Derrick White,6,1.2,Colorado,2.4,4.1,193,2017
3.2,0.592,5.4,1.4,0.389,3.6,1.8,0.3,3.8,4.6,0.511,9.1,2.5,0.72,3.4,146,77,195,Starter,28,1.7,2.2,13.2,30,Josh Hart,8.51,1.1,Villanova,1.3,5.6,205,2017
1.8,0.472,3.8,0,0,0,0.3,1,0,1.8,0.472,3.8,1.5,0.55,2.7,52,13,183,Role,22.4,0,0,5,31,Frank Jackson,-6.09,0.2,Georgia Southern,0,4.3,0,2017
1.8,0.466,3.9,1.5,0.395,3.9,1.6,0.4,3,3.3,0.43,7.8,2,0.779,2.6,131,99,198,Role,28.1,0.7,1.9,10.3,32,Davon Reed,8.24,0.9,Miami (FL),1.4,3.6,208,2017
2.9,0.471,6.2,1.3,0.42,3,4,0.1,2.9,4.2,0.454,9.2,3.3,0.761,4.4,145,113,153.3,Role,30,0.5,2,13,34,Frank Mason III,11.74,1.1,Kansas,1.9,3.4,185,2017
4.7,0.549,8.5,0.1,0.409,0.3,1.2,1.1,6.6,4.8,0.544,8.8,3.5,0.666,5.2,65,64,183.3,Role,30.6,2.9,3.1,13.2,35,Ivan Rabb,7.1,0.6,California,1.8,9.4,220,2017
3.9,0.529,7.4,2.1,0.424,4.9,1.5,0.4,4.6,6,0.487,12.3,4.9,0.785,6.3,35,35,204,Role,34.1,2.3,1.8,19,37,Semi Ojeleye,0,0.4,SMU,1.4,6.9,230,2017
3.3,0.622,5.2,0,0.188,0.2,1.5,2.2,4.7,3.3,0.61,5.4,1.2,0.63,1.8,105,62,201,Role,24.7,2.1,2.3,7.8,38,Jordan Bell,8.23,1.1,Oregon,1.5,6.8,190,2017
4.7,0.458,10.2,1,0.407,2.5,5.8,0.1,3.2,5.7,0.448,12.7,4.2,0.818,5.1,54,52,180,Role,29.1,0.6,2.4,16.6,39,Jawun Evans,10.51,1.5,Oklahoma State,2.7,3.8,175,2017
4.8,0.51,9.3,1.3,0.312,4.1,1.6,0.1,3.8,6.1,0.449,13.5,3.1,0.733,4.2,69,67,201,Role,28.8,1.2,1.9,16.5,40,Dwayne Bacon,8.52,1,Florida State,2.1,5,210,2017
2.5,0.493,5.1,2.1,0.416,5,1.8,0.1,2.8,4.6,0.455,10,2.9,0.732,3.9,75,74,192,Role,30,1.1,1.8,14.1,41,Tyler Dorsey,8.51,0.8,Oregon,1.7,3.9,180,2017
4,0.63,6.4,0.4,0.373,1.1,1.2,1.2,4.1,4.4,0.592,7.5,3,0.718,4.1,69,69,183,Role,25.3,2.1,2.9,12.2,42,Thomas Bryant,7.53,0.6,Indiana,2,6.2,245,2017
3.1,0.575,5.3,2.7,0.412,6.5,1.2,0.2,5.1,5.7,0.485,11.8,1.5,0.832,1.9,64,64,195,Role,32.6,1.7,1.8,15.6,44,Damyean Dotson,0,0.8,Houston,1,6.9,209,2017
4.2,0.518,8,1.2,0.362,3.4,2.6,0.5,2.9,5.4,0.472,11.4,2.8,0.794,3.5,109,98,195,Starter,28.9,1.6,2.9,14.8,45,Dillon Brooks,8.23,0.9,Oregon,2.1,4.5,205,2017
0.4,0.483,0.9,0.2,0.353,0.5,0.4,0,0.4,0.6,0.435,1.4,0.3,0.533,0.5,32,0,192,Role,4.5,0.3,0.7,1.7,46,Sterling Brown,10.11,0.1,Washington,0.3,0.8,190,2017
2,0.564,3.5,0,0,0,0.2,1.2,2.6,2,0.564,3.5,0.8,0.535,1.5,29,0,183,Non-NBA,13,1.4,2.5,4.7,47,Ike Anigbogu,6.39,0.2,UCLA,0.8,4,250,2017
3.2,0.42,7.5,1.4,0.339,4,3,0.6,3.6,4.5,0.392,11.5,4.3,0.771,5.6,132,132,195,Role,31.8,1.6,2.4,14.7,48,Sindarius Thornwell,7.8,1.5,South Carolina,2.5,5.2,215,2017
3.5,0.517,6.7,1.1,0.381,2.9,5.5,0.3,2.9,4.5,0.476,9.5,2,0.78,2.6,140,121,186,Role,33.8,0.8,1.5,12.2,51,Monte Morris,10.28,1.6,Iowa State,1.2,3.7,170,2017
2.9,0.483,6,0.6,0.285,2.2,3.8,0.4,3,3.5,0.429,8.2,3.7,0.73,5.1,58,49,195,Role,26.6,0.5,2.3,11.4,52,Edmond Sumner,9.81,1.2,Xavier,2.2,3.5,170,2017
2.3,0.482,4.8,0.7,0.4,1.8,3.3,0.7,3.3,3,0.459,6.6,2.3,0.725,3.1,68,61,189,Role,27.5,0.3,2.4,9.1,53,Kadeem Allen,7.43,1.3,Arizona,2,3.6,180,2017
3.7,0.539,6.9,2.2,0.416,5.2,1.5,0.3,5.5,5.9,0.487,12.1,3.6,0.846,4.2,134,134,207,Role,31.7,2,2.1,17.5,54,Alec Peters,-0.95,0.8,Valparaiso,1.9,7.4,225,2017
4.7,0.527,8.8,1.1,0.368,3.1,4.7,0.1,5.4,5.8,0.486,11.9,4.1,0.867,4.8,38,38,189,Non-NBA,32.8,0.6,1.6,16.8,55,Nigel Williams-Goss,0,1.7,Gonzaga,2.1,6,185,2017
2.3,0.512,4.5,1.6,0.371,4.4,1.2,0.3,2.5,3.9,0.442,8.9,1.2,0.753,1.6,114,80,198,Non-NBA,26.4,0.8,1.7,10.8,56,Jabari Bird,6.95,0.5,California,1.2,3.3,198,2017
4.1,0.541,7.7,0.8,0.316,2.4,1.1,0.7,4.6,4.9,0.488,10,3,0.724,4.1,128,125,201,Role,30.7,1.9,1.6,13.5,59,Jaron Blossomgame,7.5,0.6,Clemson,1.5,6.5,215,2017
7.5,0.635,11.9,0.3,0.343,1,1.6,1.9,8.2,7.9,0.612,12.9,4,0.733,5.5,35,35,213,Starter,33.5,3.4,2.3,20.1,1,Deandre Ayton,6.84,0.6,Arizona,2,11.6,250,2018
7.5,0.647,11.6,0.7,0.397,1.8,1.5,0.9,7.1,8.2,0.614,13.3,4,0.627,6.3,33,32,183.3,Role,33.9,4,1.8,21,2,Marvin Bagley III,9.7,0.8,Duke,2.3,11.1,234,2018
4.5,0.493,9.1,3.7,0.36,10.3,8.7,0.3,3.5,8.2,0.422,19.3,7.4,0.861,8.6,32,32,186,Star,35.4,0.4,1.8,27.4,5,Trae Young,10.56,1.7,Oklahoma,5.2,3.9,180,2018
4.6,0.495,9.3,1.3,0.336,4,3.6,0.1,2.7,5.9,0.447,13.3,5.9,0.778,7.6,33,32,189,Starter,29.9,1,2.5,19.2,8,Collin Sexton,10.64,0.8,Alabama,2.8,3.8,190,2018
3.8,0.509,7.4,1.5,0.341,4.5,1.4,0.3,4.5,5.3,0.445,11.9,3.4,0.774,4.4,37,37,207,Role,32.4,0.9,2.2,15.6,9,Kevin Knox,10.73,0.8,Kentucky,2.3,5.4,215,2018
2.5,0.645,3.8,1.5,0.4,3.7,1.6,0.9,3.2,3.9,0.525,7.5,1.9,0.845,2.3,116,73,201,Starter,27.3,1.1,2.2,11.3,10,Mikal Bridges,9.74,1.4,Villanova,1.1,4.3,191,2018
4.3,0.5,8.6,0.6,0.404,1.5,5.1,0.5,3.2,4.9,0.485,10.2,3.9,0.817,4.7,37,24,198,Star,33.7,0.9,1.7,14.4,11,Shai Gilgeous-Alexander,10.73,1.6,Kentucky,2.7,4.1,180,2018
4.2,0.537,7.8,2,0.375,5.5,2.4,1.1,6.2,6.2,0.47,13.2,2.5,0.776,3.2,62,60,201,Starter,31.6,1.4,1.7,17,12,Miles Bridges,8.8,0.6,Michigan State,2.1,7.6,230,2018
1.9,0.477,3.9,0.8,0.375,2.3,1.8,0.6,0,2.7,0.44,6.2,2.1,0.741,2.8,113,68,192,Role,25.1,0,1.8,8.4,13,Jerome Robinson,3.22,0.8,Bradley,1.5,3.2,195,2018
3.7,0.574,6.4,0.5,0.45,1.1,1.8,1.1,2.8,4.2,0.556,7.5,2.5,0.717,3.4,37,21,195,Role,28.4,2.2,1.8,11.3,16,Zhaire Smith,9.6,1.1,Texas Tech,1.1,5,195,2018
2,0.573,3.6,1.5,0.378,4,2.4,0.2,2.9,3.6,0.469,7.6,1.6,0.705,2.2,85,12,195,Role,25.4,1.1,1.8,10.2,17,Donte DiVincenzo,9.74,0.9,Villanova,1.6,4,200,2018
2.1,0.572,3.6,2.1,0.394,5.4,3,0.7,4.2,4.2,0.466,9,1.5,0.748,2,65,65,201,Starter,31.9,0.8,2.1,12,19,Kevin Huerter,8.11,0.8,Maryland,1.9,5,190,2018
4.3,0.454,9.4,1.1,0.382,2.8,2,0.8,4,5.4,0.437,12.3,5.1,0.777,6.6,61,61,192,Role,33,1.8,2.7,16.9,20,Josh Okogie,7.84,1.5,Georgia Tech,2.3,5.8,207,2018
2.2,0.49,4.5,2,0.38,5.4,3,0.1,2.6,4.3,0.43,9.9,3.5,0.834,4.2,142,97,192,Role,27.9,0.5,2.1,14.1,21,Grayson Allen,10.27,1,Duke,1.7,3.2,195,2018
3.6,0.508,7.1,0.6,0.353,1.8,2.1,0.2,4.3,4.3,0.476,8.9,2.9,0.687,4.2,123,89,201,Role,24,1.1,2.2,12,22,Chandler Hutchison,2.57,1,Boise State,1.9,5.5,190,2018
2.9,0.469,6.2,1.8,0.422,4.2,4.7,0.2,2.7,4.7,0.45,10.5,3.1,0.795,3.9,101,65,183,Role,31.8,0.5,2.7,14.3,23,Aaron Holiday,7.65,1.2,UCLA,3,3.2,185,2018
2.9,0.643,4.5,1,0.385,2.7,0.5,0.4,3.3,3.9,0.547,7.2,1.5,0.698,2.2,107,77,183,Role,21,1.2,2.5,10.4,25,Moritz Wagner,9.16,0.8,Michigan,1.2,4.5,210,2018
1.9,0.542,3.6,2.2,0.437,5.1,4.1,0.2,2.5,4.2,0.48,8.7,2.3,0.811,2.8,71,68,192,Role,28.6,0.5,2.1,12.9,26,Landry Shamet,4.22,0.8,Wichita State,1.5,3,179,2018
2.7,0.487,5.6,0,0,0,0.4,0.6,2.5,2.7,0.487,5.6,1.2,0.551,2.1,122,59,204,Role,19.7,2.2,2.9,6.6,27,Robert Williams,-5.22,0.4,Florida Atlantic,1.2,4.7,225,2018
2.4,0.476,5,1.7,0.377,4.4,2.5,0.9,3,4,0.429,9.4,2,0.755,2.7,105,80,198,Role,29.1,1.3,2,11.7,28,Jacob Evans,4.76,1.1,Cincinnati,1.3,4.3,210,2018
2.4,0.511,4.7,1.6,0.433,3.8,0.8,1.5,5.8,4,0.476,8.4,1.2,0.7,1.8,40,39,207,Role,28.1,2.3,2.3,10.9,30,Omari Spellman,10.24,0.7,Villanova,1,8,260,2018
2.4,0.453,5.3,1.7,0.355,4.7,3.9,0.2,2.8,4.1,0.407,10,2.4,0.798,3,144,112,186,Role,29.9,0.9,2.5,12.2,32,Jevon Carter,9.53,2.3,West Virginia,1.8,3.7,185,2018
3.5,0.587,5.9,1.5,0.393,3.9,3.7,0,2.1,5,0.51,9.8,2.9,0.82,3.5,116,115,189,Starter,28.9,0.4,1.8,14.4,33,Jalen Brunson,9.74,0.8,Villanova,1.9,2.5,199,2018
1.8,0.437,4,2.1,0.409,5.1,4.5,0.1,2.7,3.8,0.422,9.1,2.5,0.787,3.2,142,111,186,Starter,31.7,0.4,1.7,12.3,34,Devonte' Graham,11.86,1.4,Kansas,1.9,3.1,175,2018
3,0.572,5.2,0.9,0.312,2.8,1.7,0.5,3.2,3.8,0.481,7.9,2.1,0.653,3.2,94,69,195,Non-NBA,27.7,1.2,2,10.6,35,Melvin Frazier,3.37,1.6,Tulane,2,4.4,200,2018
2.9,0.578,5.1,1.3,0.406,3.2,2.5,0.3,3.5,4.2,0.511,8.2,1.5,0.719,2.1,102,95,189,Role,27.2,1.1,1.8,11.2,38,Khyri Thomas,7.83,1.4,Creighton,1.6,4.6,200,2018
2.1,0.433,4.8,0,0,0.1,1,0.8,4.6,2.1,0.426,4.9,1.7,0.632,2.7,14,0,207,Role,17,3.3,2.6,5.9,41,Jarred Vanderbilt,10.73,0.4,Kentucky,1.1,7.9,214,2018
3.7,0.602,6.2,0,0,0,0.4,1.2,3.2,3.7,0.602,6.2,1.5,0.47,3.2,114,75,183.3,Role,20.4,1.8,2.3,9,42,Bruce Brown,-10.69,0.2,Hampton,1.8,5,280,2018
0,0,0.3,0,0,0,0,0,0.2,0,0,0.3,0,0,0.3,6,3,153.3,Non-NBA,1.3,0.3,0.2,0,43,Justin Jackson,8.12,0,Tennessee,0,0.5,173,2018
2.9,0.458,6.4,0.7,0.338,2.1,1.2,0.4,2.8,3.6,0.428,8.5,2.1,0.616,3.4,37,37,195,Role,24.8,0.9,2.6,10,45,Hamidou Diallo,10.73,0.8,Kentucky,1.4,3.6,190,2018
2.2,0.51,4.4,0.6,0.284,2.1,3.5,1,3.3,2.8,0.437,6.4,2.1,0.706,3,36,25,192,Role,27,1.4,2.3,8.3,46,De'Anthony Melton,6.4,1.9,USC,1.8,4.7,190,2018
3.2,0.537,5.9,1.1,0.352,3.2,1.1,1.2,4.6,4.3,0.472,9.1,1.9,0.776,2.5,109,70,201,Role,24.8,1.1,1.4,11.7,48,Keita Bates-Diop,7.69,0.6,Ohio State,1.2,5.7,190,2018
4.6,0.545,8.5,0.1,0.302,0.4,1.2,1.6,4.5,4.8,0.533,8.9,2.7,0.692,3.9,104,71,183.3,Role,27,1.8,2.5,12.3,49,Chimezie Metu,6.77,0.7,USC,1.7,6.3,215,2018
3.9,0.523,7.5,1.2,0.325,3.8,2.4,0.3,7.9,5.2,0.457,11.3,3.3,0.716,4.6,66,66,207,Non-NBA,30.7,3.2,2.3,14.9,50,Alize Johnson,0.81,0.5,Missouri State,2.3,11.1,201,2018
3.8,0.397,9.5,1.7,0.395,4.4,4.6,0.3,4.1,5.5,0.396,13.9,3.8,0.786,4.9,70,70,195,Non-NBA,34.2,0.8,2,16.6,51,Tony Carr,8.35,0.7,Penn State,2.4,4.9,204,2018
0.6,0.416,1.5,0,0,0.1,1,0.1,0,0.6,0.39,1.5,0.2,0.423,0.5,53,13,183,Non-NBA,11.3,0,0.9,1.4,52,Vince Edwards,0,0.3,Western Kentucky,1.2,1,0,2018
1.5,0.44,3.4,0.9,0.389,2.3,2.1,0.2,2.8,2.4,0.419,5.7,1.2,0.807,1.5,128,89,195,Non-NBA,24,0.3,1.4,6.9,53,Devon Hall,9.73,0.6,Virginia,0.9,3.2,210,2018
3.7,0.53,7,1.8,0.324,5.5,1.9,0.5,6.1,5.5,0.44,12.5,2.8,0.768,3.6,115,84,201,Non-NBA,27.7,1.9,1.9,15.5,57,Kevin Hervey,-2.12,1,UT Arlington,2.1,8,210,2018
3.7,0.554,6.6,0.3,0.407,0.9,0.8,1.1,5.5,4,0.537,7.5,1,0.798,1.3,132,94,210,Non-NBA,25,2.4,2.5,9.5,58,Thomas Welsh,7.8,0.4,UCLA,0.7,7.8,245,2018
2.1,0.478,4.3,1.4,0.401,3.6,0.7,0.3,3.9,3.5,0.444,7.9,1.8,0.731,2.4,127,89,198,Non-NBA,22.6,1.4,1.8,10.2,59,George King,7.36,0.4,Colorado,1.5,5.4,220,2018
1.9,0.651,3,0.1,0.133,0.5,0.4,1.1,2,2,0.574,3.5,1.1,0.516,2.2,29,6,183,Non-NBA,15.1,0.8,2.3,5.2,60,Kostas Antetokounmpo,2.71,0.2,Dayton,1.3,2.9,190,2018
8.2,0.747,11,0.7,0.338,2.2,2.1,1.8,5.4,9,0.68,13.2,3.9,0.64,6.2,33,33,201,Star,30,3.5,2.1,22.6,1,Zion Williamson,11.98,2.1,Duke,2.4,8.9,285,2019
4.8,0.545,8.9,1.3,0.343,3.8,8.2,0.6,4.6,6.1,0.485,12.6,5.1,0.81,6.3,65,65,189,Star,35.3,1.5,1.7,18.7,2,Ja Morant,-3.32,1.4,Murray State,3.8,6.1,175,2019
6.5,0.529,12.2,1.9,0.308,6.2,4.3,0.4,6,8.4,0.454,18.5,3.9,0.665,5.9,38,38,201,Starter,35.3,1.6,1.8,22.6,3,RJ Barrett,11.98,0.9,Duke,3.2,7.6,202,2019
3.4,0.541,6.3,0.9,0.419,2.3,1.6,0.5,3.1,4.4,0.509,8.5,2.8,0.773,3.6,71,38,201,Starter,26.6,1.3,1.9,12.4,4,De'Andre Hunter,9.6,0.6,Virginia,1.2,4.4,225,2019
3.6,0.581,6.2,2.2,0.478,4.6,2.6,0.4,3.4,5.8,0.537,10.8,2.4,0.75,3.2,5,5,186,Starter,27.8,0.4,1.4,16.2,5,Darius Garland,7.79,0.8,Vanderbilt,3,3.8,175,2019
3.9,0.522,7.5,1.4,0.341,4.1,2.8,0.6,4.4,5.3,0.459,11.6,2.9,0.687,4.2,75,58,195,Role,29.5,1.2,2,14.9,6,Jarrett Culver,9.56,1.3,Texas Tech,2.1,5.6,195,2019
3,0.5,6.1,2.3,0.353,6.6,4.1,0.3,3.2,5.4,0.423,12.7,3,0.8,3.7,35,35,195,Starter,28.5,0.3,1.9,16.1,7,Coby White,11.35,1.1,UNC,2.7,3.5,185,2019
3.8,0.728,5.3,0,0,0,0.3,2.2,3.3,3.8,0.728,5.3,2.3,0.74,3.1,32,21,183.3,Role,23.3,1.8,3.3,10,8,Jaxson Hayes,11.46,0.6,Texas,0.9,5,220,2019
4.3,0.607,7.1,0.2,0.316,0.7,0.8,0.5,3.3,4.5,0.579,7.8,2.8,0.746,3.7,102,39,204,Starter,19.7,1.1,1.6,12.1,9,Rui Hachimura,3.91,0.6,Gonzaga,1.2,4.4,230,2019
1.8,0.394,4.6,2.5,0.333,7.4,1.9,0.6,3.1,4.3,0.356,12,2.4,0.772,3.2,36,35,204,Starter,29.7,0.6,2.4,13.5,10,Cam Reddish,11.98,1.6,Duke,2.7,3.7,218,2019
3.7,0.465,8,0,0.333,0,0.7,0.5,3.3,3.7,0.464,8,2.6,0.611,4.3,118,79,201,Role,19.9,2.1,3.2,10.1,11,Cameron Johnson,-4.62,0.9,Texas State,2,5.4,215,2019
3.4,0.538,6.3,1.6,0.355,4.6,2.5,0.3,4.1,5,0.462,10.9,2.4,0.935,2.5,37,37,195,Starter,32.6,0.4,1.3,14,13,Tyler Herro,10.29,1.1,Kentucky,1.6,4.5,195,2019
4.5,0.53,8.4,1.1,0.272,3.9,2.3,0.8,4,5.5,0.448,12.3,4.4,0.722,6.1,32,32,198,Role,34.1,1.4,1.9,16.5,14,Romeo Langford,10.1,0.8,Indiana,2.1,5.4,215,2019
2.4,0.55,4.3,1.2,0.389,3.2,1.5,1,3.9,3.6,0.481,7.5,1.4,0.703,2,72,38,204,Role,25.5,2.4,1.9,9.9,16,Chuma Okeke,9.11,1.3,Auburn,1.3,6.3,230,2019
3,0.529,5.6,1.7,0.383,4.5,2.7,0.5,3.4,4.7,0.464,10.1,2.4,0.763,3.1,67,67,195,Role,29.9,0.6,1.9,13.5,17,Nickeil Alexander-Walker,7.25,1.4,Virginia Tech,2.2,4,205,2019
1.9,0.507,3.7,1.4,0.358,4,2,1.4,2.2,3.3,0.429,7.6,1.3,0.782,1.6,135,134,195,Role,29.4,0.9,2.8,9.2,20,Matisse Thybulle,7,2.5,Washington,1.9,3.1,195,2019
6.8,0.705,9.7,0.1,0.267,0.4,1.9,3.2,5.5,6.9,0.687,10.1,2.9,0.694,4.2,37,36,204,Role,28.1,3.1,2.1,16.9,21,Brandon Clarke,0,1.2,Gonzaga,1.5,8.6,215,2019
